% Michal (michal.segalrozenhaimer@nasa.gov) emailed Yohei this file on June 5, 2013.
Col 1: Pixel number
Col 2: Scaled pixel number
Col 3: Wavelength as derived at GSFC [nm]
Col 4: Wavelength from manufacturer [nm]
Col 5: Wavelength in microns
Col 6: Resolution [nm]
1 -1.727 173.182 171.850 0.173182 14.743 
2 -1.723 173.975 172.670 0.173975 14.577 
3 -1.720 174.768 173.480 0.174768 14.412 
4 -1.717 175.562 174.290 0.175562 14.250 
5 -1.713 176.355 175.100 0.176355 14.088 
6 -1.710 177.149 175.910 0.177149 13.928 
7 -1.707 177.943 176.720 0.177943 13.770 
8 -1.703 178.738 177.540 0.178738 13.612 
9 -1.700 179.532 178.350 0.179532 13.457 
10 -1.697 180.327 179.160 0.180327 13.303 
11 -1.694 181.122 179.970 0.181122 13.150 
12 -1.690 181.917 180.780 0.181917 12.998 
13 -1.687 182.712 181.590 0.182712 12.848 
14 -1.684 183.507 182.410 0.183507 12.699 
15 -1.680 184.303 183.220 0.184303 12.552 
16 -1.677 185.098 184.030 0.185098 12.406 
17 -1.674 185.894 184.840 0.185894 12.262 
18 -1.670 186.690 185.650 0.186690 12.119 
19 -1.667 187.487 186.460 0.187487 11.977 
20 -1.664 188.283 187.280 0.188283 11.836 
21 -1.660 189.080 188.090 0.189080 11.697 
22 -1.657 189.876 188.900 0.189876 11.559 
23 -1.654 190.673 189.710 0.190673 11.423 
24 -1.650 191.470 190.520 0.191470 11.288 
25 -1.647 192.267 191.330 0.192267 11.154 
26 -1.644 193.065 192.140 0.193065 11.021 
27 -1.641 193.862 192.960 0.193862 10.890 
28 -1.637 194.660 193.770 0.194660 10.760 
29 -1.634 195.458 194.580 0.195458 10.631 
30 -1.631 196.256 195.390 0.196256 10.504 
31 -1.627 197.054 196.200 0.197054 10.378 
32 -1.624 197.852 197.010 0.197852 10.253 
33 -1.621 198.650 197.830 0.198650 10.129 
34 -1.617 199.449 198.640 0.199449 10.007 
35 -1.614 200.248 199.450 0.200248 9.886 
36 -1.611 201.046 200.260 0.201046 9.766 
37 -1.607 201.845 201.070 0.201845 9.647 
38 -1.604 202.645 201.880 0.202645 9.530 
39 -1.601 203.444 202.690 0.203444 9.413 
40 -1.597 204.243 203.510 0.204243 9.298 
41 -1.594 205.043 204.320 0.205043 9.184 
42 -1.591 205.842 205.130 0.205842 9.072 
43 -1.587 206.642 205.940 0.206642 8.960 
44 -1.584 207.442 206.750 0.207442 8.850 
45 -1.581 208.242 207.560 0.208242 8.741 
46 -1.578 209.042 208.370 0.209042 8.632 
47 -1.574 209.843 209.180 0.209843 8.526 
48 -1.571 210.643 210.000 0.210643 8.420 
49 -1.568 211.444 210.810 0.211444 8.315 
50 -1.564 212.244 211.620 0.212244 8.212 
51 -1.561 213.045 212.430 0.213045 8.109 
52 -1.558 213.846 213.240 0.213846 8.008 
53 -1.554 214.647 214.050 0.214647 7.908 
54 -1.551 215.448 214.860 0.215448 7.809 
55 -1.548 216.250 215.680 0.216250 7.711 
56 -1.544 217.051 216.490 0.217051 7.614 
57 -1.541 217.853 217.300 0.217853 7.519 
58 -1.538 218.654 218.110 0.218654 7.424 
59 -1.534 219.456 218.920 0.219456 7.330 
60 -1.531 220.258 219.730 0.220258 7.238 
61 -1.528 221.060 220.540 0.221060 7.146 
62 -1.525 221.862 221.350 0.221862 7.056 
63 -1.521 222.664 222.170 0.222664 6.967 
64 -1.518 223.466 222.980 0.223466 6.878 
65 -1.515 224.269 223.790 0.224269 6.791 
66 -1.511 225.071 224.600 0.225071 6.705 
67 -1.508 225.874 225.410 0.225874 6.619 
68 -1.505 226.676 226.220 0.226676 6.535 
69 -1.501 227.479 227.030 0.227479 6.452 
70 -1.498 228.282 227.840 0.228282 6.369 
71 -1.495 229.085 228.650 0.229085 6.288 
72 -1.491 229.888 229.470 0.229888 6.208 
73 -1.488 230.691 230.280 0.230691 6.128 
74 -1.485 231.494 231.090 0.231494 6.050 
75 -1.481 232.298 231.900 0.232298 5.973 
76 -1.478 233.101 232.710 0.233101 5.896 
77 -1.475 233.905 233.520 0.233905 5.821 
78 -1.471 234.708 234.330 0.234708 5.746 
79 -1.468 235.512 235.140 0.235512 5.672 
80 -1.465 236.316 235.950 0.236316 5.600 
81 -1.462 237.120 236.770 0.237120 5.528 
82 -1.458 237.924 237.580 0.237924 5.457 
83 -1.455 238.728 238.390 0.238728 5.387 
84 -1.452 239.532 239.200 0.239532 5.318 
85 -1.448 240.336 240.010 0.240336 5.250 
86 -1.445 241.140 240.820 0.241140 5.182 
87 -1.442 241.945 241.630 0.241945 5.116 
88 -1.438 242.749 242.440 0.242749 5.050 
89 -1.435 243.554 243.250 0.243554 4.986 
90 -1.432 244.358 244.060 0.244358 4.922 
91 -1.428 245.163 244.880 0.245163 4.859 
92 -1.425 245.968 245.690 0.245968 4.797 
93 -1.422 246.773 246.500 0.246773 4.736 
94 -1.418 247.577 247.310 0.247577 4.675 
95 -1.415 248.382 248.120 0.248382 4.616 
96 -1.412 249.187 248.930 0.249187 4.557 
97 -1.409 249.993 249.740 0.249993 4.499 
98 -1.405 250.798 250.550 0.250798 4.442 
99 -1.402 251.603 251.360 0.251603 4.386 
100 -1.399 252.408 252.170 0.252408 4.330 
101 -1.395 253.214 252.980 0.253214 4.275 
102 -1.392 254.019 253.790 0.254019 4.222 
103 -1.389 254.825 254.610 0.254825 4.168 
104 -1.385 255.630 255.420 0.255630 4.116 
105 -1.382 256.436 256.230 0.256436 4.064 
106 -1.379 257.241 257.040 0.257241 4.014 
107 -1.375 258.047 257.850 0.258047 3.964 
108 -1.372 258.853 258.660 0.258853 3.914 
109 -1.369 259.659 259.470 0.259659 3.866 
110 -1.365 260.465 260.280 0.260465 3.818 
111 -1.362 261.271 261.090 0.261271 3.771 
112 -1.359 262.077 261.900 0.262077 3.724 
113 -1.355 262.883 262.710 0.262883 3.679 
114 -1.352 263.689 263.520 0.263689 3.634 
115 -1.349 264.495 264.330 0.264495 3.590 
116 -1.346 265.301 265.140 0.265301 3.546 
117 -1.342 266.108 265.950 0.266108 3.503 
118 -1.339 266.914 266.760 0.266914 3.461 
119 -1.336 267.720 267.580 0.267720 3.420 
120 -1.332 268.527 268.390 0.268527 3.379 
121 -1.329 269.333 269.200 0.269333 3.339 
122 -1.326 270.140 270.010 0.270140 3.300 
123 -1.322 270.946 270.820 0.270946 3.261 
124 -1.319 271.753 271.630 0.271753 3.223 
125 -1.316 272.560 272.440 0.272560 3.185 
126 -1.312 273.366 273.250 0.273366 3.149 
127 -1.309 274.173 274.060 0.274173 3.113 
128 -1.306 274.980 274.870 0.274980 3.077 
129 -1.302 275.787 275.680 0.275787 3.042 
130 -1.299 276.594 276.490 0.276594 3.008 
131 -1.296 277.400 277.300 0.277400 2.974 
132 -1.293 278.207 278.110 0.278207 2.941 
133 -1.289 279.014 278.920 0.279014 2.909 
